Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,class_weight,epochs,initial_epoch,max_queue_size,opt_amsgrad,opt_beta_1,opt_beta_2,opt_decay,opt_epsilon,opt_learning_rate,opt_name,sample_weight,shuffle,steps_per_epoch,use_multiprocessing,validation_batch_size,validation_freq,validation_split,validation_steps,workers,accuracy,loss,val_accuracy,val_loss
2023-05-21 23:15:45,11.8min,e2dc90d538134eb88b6f873f748bf2bb,,LOCAL,train_model_self.py,marvin,FINISHED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.3390875458717346,1.3526593446731567,0.262458473443985,1.3919757604599
2023-05-21 23:04:46,10.7min,0b81f335975b43459b498b94ca7d5e86,,LOCAL,train_model_self.py,marvin,FAILED,32,None,50,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.3529593050479889,1.3388363122940063,0.2823920249938965,1.3647023439407349
2023-05-21 23:04:01,5.5s,0aa2943189964e19b481b18f76ef4e39,,LOCAL,train_model_self.py,marvin,FAILED,32,None,50,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,,,,
2023-05-21 23:01:45,5.4s,dea17332d2054d9c851aaa150d41bef3,,LOCAL,train_model_self.py,marvin,FAILED,32,None,50,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,,,,
2023-05-21 21:16:04,23.2min,7552515f0dd6427c920d8f45ac79758b,,LOCAL,train_model_inception.py,marvin,FINISHED,32,None,20,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.4062885344028473,1.3043503761291504,0.39534884691238403,1.3117914199829102
2023-05-21 21:14:35,8.7s,73628ec5fa4543afbbd98de21c670f79,,LOCAL,train_model_inception.py,marvin,FAILED,32,None,20,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,,,,
2023-05-21 21:11:32,7.4s,6b82b9ae3f3d4e45a8e02ff98762657b,,LOCAL,train_model_inception.py,marvin,FAILED,32,None,20,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,,,,
2023-05-21 21:11:02,7.4s,4b7f0db645a64938b09492f8ca31b0ad,,LOCAL,train_model_inception.py,marvin,FAILED,32,None,20,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,,,,
2023-05-21 19:55:16,55.8min,c48974511ee44d45b51207288915d079,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,50,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.532367467880249,1.1593668460845947,0.49501660466194153,1.2079102993011475
2023-05-21 19:09:04,9.3min,d90a757469da49a0855e94b8513593c7,,LOCAL,train_model.py,marvin,FINISHED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.5487421154975891,1.0222022533416748,0.4151785671710968,1.21053946018219
2023-05-21 19:07:37,9.1s,c65912f1dca94984b3a99041c7c04e3a,,LOCAL,train_model.py,marvin,FAILED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,,,,
2023-05-21 19:07:20,4.7s,a686c5d8cc4c45aca6e6ec20ba1b171c,,LOCAL,train_model.py,marvin,FAILED,32,None,100,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,,,,
2023-05-21 18:56:17,9.5min,24a04c9042fe42cea53968a39166cc05,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.5577830076217651,1.0123190879821777,0.4955357015132904,1.0773751735687256
2023-05-21 18:38:36,7.2min,56ec8d1947f44b039d55a24f3ab9bbf8,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.7005376219749451,5.151424407958984,0.5793103575706482,5.659011363983154
2023-05-21 18:35:04,2.7min,45753b11c4944f27b687925c8922c629,,LOCAL,train_model_ResNet.py,marvin,FAILED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.6349462270736694,0.7393595576286316,0.634482741355896,0.7617732286453247
2023-05-21 18:25:40,6.8min,cc57f3ea4ec84e4cbe9119a0380aae2e,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.7275784611701965,0.6059107780456543,0.704402506351471,0.6678569912910461
2023-05-21 18:15:35,8.0min,84cdeaab2e1a454f8fc2fa8e4d4664c3,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.6695454716682434,0.6587321758270264,0.675000011920929,0.6677360534667969
2023-05-21 18:03:15,8.1min,666b90a398214acd9ebac6563a4279b9,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0009,Adam,None,True,None,False,None,1,0.0,None,1,0.6563636660575867,0.7477325797080994,0.675000011920929,0.715944766998291
2023-05-21 17:53:49,8.1min,3c141da3b52e4df3ac048537b4659c94,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,0.6490908861160278,0.813828706741333,0.6937500238418579,0.8193521499633789
2023-05-21 17:43:22,3.0min,c9225727b1844d5eaa6bd0ed0bdfdd47,,LOCAL,train_model_ResNet.py,marvin,FAILED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0004,Adam,None,True,None,False,None,1,0.0,None,1,0.6395454406738281,2.022709608078003,0.6000000238418579,3.015230655670166
2023-05-21 16:48:40,5.5min,141e32a3ca9b4da3b28c97cdbd9a9d9e,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,10,0,10,False,0.9,0.999,0.0,1e-07,0.0004,Adam,None,True,None,False,None,1,0.0,None,1,0.7035714387893677,2.0728986263275146,0.6312500238418579,2.56512451171875
2023-05-19 13:15:28,49.5min,ad4018d4c19645cba0621c31e0c42f4e,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,50,0,10,False,0.9,0.999,0.0,1e-07,0.0004,Adam,None,True,None,False,None,1,0.0,None,1,0.5996428728103638,4.029929161071777,0.40937501192092896,8.464841842651367
2023-05-18 22:25:18,20.1min,954cd10b7e124fac867e8c52a28c240a,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,20,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,0.5400000214576721,5.773197650909424,0.328125,11.019041061401367
